student_id,subject,score,lesson,iq_level,study_hours_per_week,attendance_rate,student_type
STU0003,Buddhism,97.69,Buddhism_General,88.0,13.6,77.2,language_oriented
STU0003,Geography,59.32,Geography_General,88.0,13.6,77.2,language_oriented
STU0003,ICT,71.45,ICT_General,88.0,13.6,77.2,language_oriented
STU0004,Sinhala,80.31,Sinhala_General,96.0,11.3,67.5,balanced
STU0004,Mathematics,71.24,Mathematics_General,96.0,11.3,67.5,balanced
STU0004,Science,54.7,Science_General,96.0,11.3,67.5,balanced
STU0004,English,61.33,English_General,96.0,11.3,67.5,balanced
STU0004,History,84.28,History_General,96.0,11.3,67.5,balanced
STU0004,Buddhism,51.0,Buddhism_General,96.0,11.3,67.5,balanced
STU0004,Geography,70.73,Geography_General,96.0,11.3,67.5,balanced
STU0004,ICT,60.44,ICT_General,96.0,11.3,67.5,balanced
STU0004,Sinhala,81.28,Sinhala_General,96.0,11.3,66.16,balanced
STU0004,Mathematics,72.32,Mathematics_General,96.0,11.3,66.16,balanced
STU0004,Science,57.82,Science_General,96.0,11.3,66.16,balanced
STU0004,English,63.3,English_General,96.0,11.3,66.16,balanced
STU0004,History,87.14,History_General,96.0,11.3,66.16,balanced
STU0004,Buddhism,52.02,Buddhism_General,96.0,11.3,66.16,balanced
STU0004,Geography,71.04,Geography_General,96.0,11.3,66.16,balanced
STU0004,ICT,62.42,ICT_General,96.0,11.3,66.16,balanced
STU0004,Sinhala,85.0,Sinhala_General,96.0,11.3,67.88,balanced
STU0004,Mathematics,76.18,Mathematics_General,96.0,11.3,67.88,balanced
STU0004,Science,58.35,Science_General,96.0,11.3,67.88,balanced
STU0004,English,66.43,English_General,96.0,11.3,67.88,balanced
STU0004,History,89.27,History_General,96.0,11.3,67.88,balanced
STU0004,Buddhism,55.69,Buddhism_General,96.0,11.3,67.88,balanced
STU0004,Geography,73.07,Geography_General,96.0,11.3,67.88,balanced
STU0004,ICT,65.43,ICT_General,96.0,11.3,67.88,balanced
STU0005,Sinhala,87.05,Sinhala_General,108.0,11.3,75.0,balanced
STU0005,Mathematics,61.4,Mathematics_General,108.0,11.3,75.0,balanced
STU0005,Science,62.22,Science_General,108.0,11.3,75.0,balanced
STU0005,English,79.11,English_General,108.0,11.3,75.0,balanced
STU0005,History,84.57,History_General,108.0,11.3,75.0,balanced
STU0005,Buddhism,79.37,Buddhism_General,108.0,11.3,75.0,balanced
STU0005,Geography,78.09,Geography_General,108.0,11.3,75.0,balanced
STU0005,ICT,70.93,ICT_General,108.0,11.3,75.0,balanced
STU0005,Sinhala,88.77,Sinhala_General,108.0,11.3,64.14,balanced
STU0005,Mathematics,64.21,Mathematics_General,108.0,11.3,64.14,balanced
STU0005,Science,64.19,Science_General,108.0,11.3,64.14,balanced
STU0005,English,81.91,English_General,108.0,11.3,64.14,balanced
STU0005,History,87.3,History_General,108.0,11.3,64.14,balanced
STU0005,Buddhism,81.67,Buddhism_General,108.0,11.3,64.14,balanced
STU0005,Geography,79.81,Geography_General,108.0,11.3,64.14,balanced
STU0005,ICT,73.29,ICT_General,108.0,11.3,64.14,balanced
STU0005,Sinhala,91.4,Sinhala_General,108.0,11.3,69.95,balanced
STU0005,Mathematics,66.03,Mathematics_General,108.0,11.3,69.95,balanced
STU0005,Science,66.59,Science_General,108.0,11.3,69.95,balanced
STU0005,English,82.58,English_General,108.0,11.3,69.95,balanced
STU0005,History,88.44,History_General,108.0,11.3,69.95,balanced
STU0005,Buddhism,81.0,Buddhism_General,108.0,11.3,69.95,balanced
STU0005,Geography,80.05,Geography_General,108.0,11.3,69.95,balanced
STU0005,ICT,75.4,ICT_General,108.0,11.3,69.95,balanced
STU0006,Sinhala,94.52,Sinhala_General,104.0,11.1,81.0,language_oriented
STU0006,Mathematics,80.92,Mathematics_General,104.0,11.1,81.0,language_oriented
STU0006,Science,71.62,Science_General,104.0,11.1,81.0,language_oriented
STU0006,English,89.02,English_General,104.0,11.1,81.0,language_oriented
STU0006,History,96.38,History_General,104.0,11.1,81.0,language_oriented
STU0006,Buddhism,94.0,Buddhism_General,104.0,11.1,81.0,language_oriented
STU0006,Geography,92.03,Geography_General,104.0,11.1,81.0,language_oriented
STU0006,ICT,89.87,ICT_General,104.0,11.1,81.0,language_oriented
STU0006,Sinhala,94.77,Sinhala_General,104.0,11.1,75.76,language_oriented
STU0006,Mathematics,83.44,Mathematics_General,104.0,11.1,75.76,language_oriented
STU0006,Science,75.9,Science_General,104.0,11.1,75.76,language_oriented
STU0006,English,90.75,English_General,104.0,11.1,75.76,language_oriented
STU0006,History,97.01,History_General,104.0,11.1,75.76,language_oriented
STU0006,Buddhism,95.16,Buddhism_General,104.0,11.1,75.76,language_oriented
STU0006,Geography,93.3,Geography_General,104.0,11.1,75.76,language_oriented
STU0006,ICT,91.07,ICT_General,104.0,11.1,75.76,language_oriented
STU0006,Sinhala,96.73,Sinhala_General,104.0,11.1,77.2,language_oriented
STU0006,Mathematics,85.17,Mathematics_General,104.0,11.1,77.2,language_oriented
STU0006,Science,78.77,Science_General,104.0,11.1,77.2,language_oriented
STU0006,English,93.0,English_General,104.0,11.1,77.2,language_oriented
STU0006,History,97.49,History_General,104.0,11.1,77.2,language_oriented
STU0006,Buddhism,96.4,Buddhism_General,104.0,11.1,77.2,language_oriented
STU0006,Geography,93.77,Geography_General,104.0,11.1,77.2,language_oriented
STU0006,ICT,91.3,ICT_General,104.0,11.1,77.2,language_oriented
STU0007,Sinhala,81.67,Sinhala_General,82.0,19.7,59.0,balanced
STU0007,Mathematics,57.16,Mathematics_General,82.0,19.7,59.0,balanced
STU0007,Science,64.14,Science_General,82.0,19.7,59.0,balanced
STU0007,English,85.22,English_General,82.0,19.7,59.0,balanced
STU0007,History,73.26,History_General,82.0,19.7,59.0,balanced
STU0007,Buddhism,72.29,Buddhism_General,82.0,19.7,59.0,balanced
STU0007,Geography,80.89,Geography_General,82.0,19.7,59.0,balanced
STU0007,ICT,70.21,ICT_General,82.0,19.7,59.0,balanced
STU0007,Sinhala,84.12,Sinhala_General,82.0,19.7,65.66,balanced
STU0007,Mathematics,59.03,Mathematics_General,82.0,19.7,65.66,balanced
STU0007,Science,67.23,Science_General,82.0,19.7,65.66,balanced
STU0007,English,88.58,English_General,82.0,19.7,65.66,balanced
STU0007,History,76.47,History_General,82.0,19.7,65.66,balanced
STU0007,Buddhism,75.73,Buddhism_General,82.0,19.7,65.66,balanced
STU0007,Geography,83.68,Geography_General,82.0,19.7,65.66,balanced
STU0007,ICT,70.73,ICT_General,82.0,19.7,65.66,balanced
STU0007,Sinhala,88.23,Sinhala_General,82.0,19.7,62.69,balanced
STU0007,Mathematics,61.76,Mathematics_General,82.0,19.7,62.69,balanced
STU0007,Science,70.77,Science_General,82.0,19.7,62.69,balanced
STU0007,English,90.46,English_General,82.0,19.7,62.69,balanced
STU0007,History,79.78,History_General,82.0,19.7,62.69,balanced
STU0007,Buddhism,79.15,Buddhism_General,82.0,19.7,62.69,balanced
STU0007,Geography,83.89,Geography_General,82.0,19.7,62.69,balanced
STU0007,ICT,74.49,ICT_General,82.0,19.7,62.69,balanced
STU0008,Sinhala,79.25,Sinhala_General,87.0,8.1,70.0,language_oriented
STU0008,Mathematics,50.05,Mathematics_General,87.0,8.1,70.0,language_oriented
STU0008,Science,35.25,Science_General,87.0,8.1,70.0,language_oriented
STU0008,English,56.61,English_General,87.0,8.1,70.0,language_oriented
STU0008,History,83.08,History_General,87.0,8.1,70.0,language_oriented
STU0008,Buddhism,76.84,Buddhism_General,87.0,8.1,70.0,language_oriented
STU0008,Geography,71.45,Geography_General,87.0,8.1,70.0,language_oriented
STU0008,ICT,61.75,ICT_General,87.0,8.1,70.0,language_oriented
STU0008,Sinhala,79.66,Sinhala_General,87.0,8.1,76.26,language_oriented
STU0008,Mathematics,50.07,Mathematics_General,87.0,8.1,76.26,language_oriented
STU0008,Science,34.85,Science_General,87.0,8.1,76.26,language_oriented
STU0008,English,58.5,English_General,87.0,8.1,76.26,language_oriented
STU0008,History,84.48,History_General,87.0,8.1,76.26,language_oriented
STU0008,Buddhism,78.4,Buddhism_General,87.0,8.1,76.26,language_oriented
STU0008,Geography,75.1,Geography_General,87.0,8.1,76.26,language_oriented
STU0008,ICT,61.04,ICT_General,87.0,8.1,76.26,language_oriented
STU0008,Sinhala,79.13,Sinhala_General,87.0,8.1,73.06,language_oriented
STU0008,Mathematics,48.54,Mathematics_General,87.0,8.1,73.06,language_oriented
STU0008,Science,35.86,Science_General,87.0,8.1,73.06,language_oriented
STU0008,English,58.16,English_General,87.0,8.1,73.06,language_oriented
STU0008,History,85.78,History_General,87.0,8.1,73.06,language_oriented
STU0008,Buddhism,78.96,Buddhism_General,87.0,8.1,73.06,language_oriented
STU0008,Geography,74.38,Geography_General,87.0,8.1,73.06,language_oriented
STU0008,ICT,62.48,ICT_General,87.0,8.1,73.06,language_oriented
STU0009,Sinhala,25.87,Sinhala_General,98.0,4.7,66.0,science_oriented
STU0009,Mathematics,49.81,Mathematics_General,98.0,4.7,66.0,science_oriented
STU0009,Science,39.14,Science_General,98.0,4.7,66.0,science_oriented
STU0009,English,23.81,English_General,98.0,4.7,66.0,science_oriented
STU0009,History,48.47,History_General,98.0,4.7,66.0,science_oriented
STU0009,Buddhism,28.68,Buddhism_General,98.0,4.7,66.0,science_oriented
STU0009,Geography,39.68,Geography_General,98.0,4.7,66.0,science_oriented
STU0009,ICT,40.91,ICT_General,98.0,4.7,66.0,science_oriented
STU0009,Sinhala,24.58,Sinhala_General,98.0,4.7,74.75,science_oriented
STU0009,Mathematics,50.09,Mathematics_General,98.0,4.7,74.75,science_oriented
STU0009,Science,39.78,Science_General,98.0,4.7,74.75,science_oriented
STU0009,English,23.13,English_General,98.0,4.7,74.75,science_oriented
STU0009,History,48.67,History_General,98.0,4.7,74.75,science_oriented
STU0009,Buddhism,30.89,Buddhism_General,98.0,4.7,74.75,science_oriented
STU0009,Geography,43.24,Geography_General,98.0,4.7,74.75,science_oriented
STU0009,ICT,42.6,ICT_General,98.0,4.7,74.75,science_oriented
STU0009,Sinhala,27.01,Sinhala_General,98.0,4.7,65.8,science_oriented
STU0009,Mathematics,50.39,Mathematics_General,98.0,4.7,65.8,science_oriented
STU0009,Science,39.8,Science_General,98.0,4.7,65.8,science_oriented
STU0009,English,25.19,English_General,98.0,4.7,65.8,science_oriented
STU0009,History,48.27,History_General,98.0,4.7,65.8,science_oriented
STU0009,Buddhism,30.98,Buddhism_General,98.0,4.7,65.8,science_oriented
STU0009,Geography,42.15,Geography_General,98.0,4.7,65.8,science_oriented
STU0009,ICT,45.06,ICT_General,98.0,4.7,65.8,science_oriented
STU0010,Sinhala,82.05,Sinhala_General,103.0,21.3,71.0,balanced
STU0010,Mathematics,69.57,Mathematics_General,103.0,21.3,71.0,balanced
STU0010,Science,69.27,Science_General,103.0,21.3,71.0,balanced
STU0010,English,71.97,English_General,103.0,21.3,71.0,balanced
STU0010,History,78.53,History_General,103.0,21.3,71.0,balanced
STU0010,Buddhism,83.98,Buddhism_General,103.0,21.3,71.0,balanced
STU0010,Geography,73.77,Geography_General,103.0,21.3,71.0,balanced
STU0010,ICT,73.46,ICT_General,103.0,21.3,71.0,balanced
STU0010,Sinhala,81.11,Sinhala_General,103.0,21.3,73.23,balanced
STU0010,Mathematics,73.29,Mathematics_General,103.0,21.3,73.23,balanced
STU0010,Science,68.81,Science_General,103.0,21.3,73.23,balanced
STU0010,English,75.0,English_General,103.0,21.3,73.23,balanced
STU0010,History,79.91,History_General,103.0,21.3,73.23,balanced
STU0010,Buddhism,85.53,Buddhism_General,103.0,21.3,73.23,balanced
STU0010,Geography,73.85,Geography_General,103.0,21.3,73.23,balanced
STU0010,ICT,72.51,ICT_General,103.0,21.3,73.23,balanced
STU0010,Sinhala,83.04,Sinhala_General,103.0,21.3,80.83,balanced
STU0010,Mathematics,73.05,Mathematics_General,103.0,21.3,80.83,balanced
STU0010,Science,69.42,Science_General,103.0,21.3,80.83,balanced
STU0010,English,75.01,English_General,103.0,21.3,80.83,balanced
STU0010,History,79.06,History_General,103.0,21.3,80.83,balanced
STU0010,Buddhism,84.79,Buddhism_General,103.0,21.3,80.83,balanced
STU0010,Geography,74.67,Geography_General,103.0,21.3,80.83,balanced
STU0010,ICT,74.41,ICT_General,103.0,21.3,80.83,balanced
STU0011,Sinhala,98.05,Sinhala_General,106.0,22.0,88.5,science_oriented
STU0011,Mathematics,97.31,Mathematics_General,106.0,22.0,88.5,science_oriented
STU0011,Science,97.82,Science_General,106.0,22.0,88.5,science_oriented
STU0011,English,85.8,English_General,106.0,22.0,88.5,science_oriented
STU0011,History,97.84,History_General,106.0,22.0,88.5,science_oriented
STU0011,Buddhism,97.87,Buddhism_General,106.0,22.0,88.5,science_oriented
STU0011,Geography,97.79,Geography_General,106.0,22.0,88.5,science_oriented
STU0011,ICT,97.92,ICT_General,106.0,22.0,88.5,science_oriented
STU0011,Sinhala,97.7,Sinhala_General,106.0,22.0,93.43,science_oriented
STU0011,Mathematics,97.53,Mathematics_General,106.0,22.0,93.43,science_oriented
STU0011,Science,97.91,Science_General,106.0,22.0,93.43,science_oriented
STU0011,English,85.89,English_General,106.0,22.0,93.43,science_oriented
STU0011,History,97.97,History_General,106.0,22.0,93.43,science_oriented
STU0011,Buddhism,97.75,Buddhism_General,106.0,22.0,93.43,science_oriented
STU0011,Geography,97.55,Geography_General,106.0,22.0,93.43,science_oriented
STU0011,ICT,97.74,ICT_General,106.0,22.0,93.43,science_oriented
STU0011,Sinhala,97.7,Sinhala_General,106.0,22.0,90.16,science_oriented
STU0011,Mathematics,97.87,Mathematics_General,106.0,22.0,90.16,science_oriented
STU0011,Science,98.27,Science_General,106.0,22.0,90.16,science_oriented
STU0011,English,88.85,English_General,106.0,22.0,90.16,science_oriented
STU0011,History,98.0,History_General,106.0,22.0,90.16,science_oriented
STU0011,Buddhism,97.72,Buddhism_General,106.0,22.0,90.16,science_oriented
STU0011,Geography,97.67,Geography_General,106.0,22.0,90.16,science_oriented
STU0011,ICT,97.8,ICT_General,106.0,22.0,90.16,science_oriented
STU0012,Sinhala,82.76,Sinhala_General,70.0,9.1,67.5,language_oriented
STU0012,Mathematics,38.59,Mathematics_General,70.0,9.1,67.5,language_oriented
STU0012,Science,59.61,Science_General,70.0,9.1,67.5,language_oriented
STU0012,English,37.77,English_General,70.0,9.1,67.5,language_oriented
STU0012,History,81.83,History_General,70.0,9.1,67.5,language_oriented
STU0012,Buddhism,72.64,Buddhism_General,70.0,9.1,67.5,language_oriented
STU0012,Geography,70.18,Geography_General,70.0,9.1,67.5,language_oriented
STU0012,ICT,61.4,ICT_General,70.0,9.1,67.5,language_oriented
STU0012,Sinhala,85.82,Sinhala_General,70.0,9.1,65.66,language_oriented
STU0012,Mathematics,41.87,Mathematics_General,70.0,9.1,65.66,language_oriented
STU0012,Science,60.38,Science_General,70.0,9.1,65.66,language_oriented
STU0012,English,39.14,English_General,70.0,9.1,65.66,language_oriented
STU0012,History,82.16,History_General,70.0,9.1,65.66,language_oriented
STU0012,Buddhism,76.05,Buddhism_General,70.0,9.1,65.66,language_oriented
STU0012,Geography,72.52,Geography_General,70.0,9.1,65.66,language_oriented
STU0012,ICT,61.05,ICT_General,70.0,9.1,65.66,language_oriented
STU0012,Sinhala,87.89,Sinhala_General,70.0,9.1,68.91,language_oriented
STU0012,Mathematics,44.58,Mathematics_General,70.0,9.1,68.91,language_oriented
STU0012,Science,60.39,Science_General,70.0,9.1,68.91,language_oriented
STU0012,English,38.51,English_General,70.0,9.1,68.91,language_oriented
STU0012,History,84.9,History_General,70.0,9.1,68.91,language_oriented
STU0012,Buddhism,76.78,Buddhism_General,70.0,9.1,68.91,language_oriented
STU0012,Geography,75.26,Geography_General,70.0,9.1,68.91,language_oriented
STU0012,ICT,62.21,ICT_General,70.0,9.1,68.91,language_oriented
STU0013,Sinhala,95.18,Sinhala_General,96.0,23.1,88.0,language_oriented
STU0013,Mathematics,89.59,Mathematics_General,96.0,23.1,88.0,language_oriented
STU0013,Science,97.61,Science_General,96.0,23.1,88.0,language_oriented
STU0013,English,97.95,English_General,96.0,23.1,88.0,language_oriented
STU0013,History,97.49,History_General,96.0,23.1,88.0,language_oriented
STU0013,Buddhism,97.67,Buddhism_General,96.0,23.1,88.0,language_oriented
STU0013,Geography,87.45,Geography_General,96.0,23.1,88.0,language_oriented
STU0013,ICT,96.71,ICT_General,96.0,23.1,88.0,language_oriented
STU0013,Sinhala,95.72,Sinhala_General,96.0,23.1,86.36,language_oriented
STU0013,Mathematics,90.99,Mathematics_General,96.0,23.1,86.36,language_oriented
STU0013,Science,98.02,Science_General,96.0,23.1,86.36,language_oriented
STU0013,English,97.69,English_General,96.0,23.1,86.36,language_oriented
STU0013,History,97.75,History_General,96.0,23.1,86.36,language_oriented
STU0013,Buddhism,97.5,Buddhism_General,96.0,23.1,86.36,language_oriented
STU0013,Geography,90.39,Geography_General,96.0,23.1,86.36,language_oriented
STU0013,ICT,97.37,ICT_General,96.0,23.1,86.36,language_oriented
STU0013,Sinhala,96.03,Sinhala_General,96.0,23.1,86.53,language_oriented
STU0013,Mathematics,91.16,Mathematics_General,96.0,23.1,86.53,language_oriented
STU0013,Science,97.73,Science_General,96.0,23.1,86.53,language_oriented
STU0013,English,97.85,English_General,96.0,23.1,86.53,language_oriented
STU0013,History,97.79,History_General,96.0,23.1,86.53,language_oriented
STU0013,Buddhism,97.67,Buddhism_General,96.0,23.1,86.53,language_oriented
STU0013,Geography,92.33,Geography_General,96.0,23.1,86.53,language_oriented
STU0013,ICT,97.89,ICT_General,96.0,23.1,86.53,language_oriented
STU0014,Sinhala,90.36,Sinhala_General,111.0,16.0,67.0,science_oriented
STU0014,Mathematics,94.09,Mathematics_General,111.0,16.0,67.0,science_oriented
STU0014,Science,94.15,Science_General,111.0,16.0,67.0,science_oriented
STU0014,English,76.31,English_General,111.0,16.0,67.0,science_oriented
STU0014,History,94.67,History_General,111.0,16.0,67.0,science_oriented
STU0014,Buddhism,92.53,Buddhism_General,111.0,16.0,67.0,science_oriented
STU0014,Geography,95.3,Geography_General,111.0,16.0,67.0,science_oriented
STU0014,ICT,91.24,ICT_General,111.0,16.0,67.0,science_oriented
STU0014,Sinhala,91.42,Sinhala_General,111.0,16.0,67.68,science_oriented
STU0014,Mathematics,95.55,Mathematics_General,111.0,16.0,67.68,science_oriented
STU0014,Science,95.61,Science_General,111.0,16.0,67.68,science_oriented
STU0014,English,78.28,English_General,111.0,16.0,67.68,science_oriented
STU0014,History,95.82,History_General,111.0,16.0,67.68,science_oriented
STU0014,Buddhism,94.78,Buddhism_General,111.0,16.0,67.68,science_oriented
STU0014,Geography,95.2,Geography_General,111.0,16.0,67.68,science_oriented
STU0014,ICT,94.24,ICT_General,111.0,16.0,67.68,science_oriented
STU0014,Sinhala,91.24,Sinhala_General,111.0,16.0,70.98,science_oriented
STU0014,Mathematics,95.81,Mathematics_General,111.0,16.0,70.98,science_oriented
STU0014,Science,95.39,Science_General,111.0,16.0,70.98,science_oriented
STU0014,English,82.46,English_General,111.0,16.0,70.98,science_oriented
STU0014,History,96.67,History_General,111.0,16.0,70.98,science_oriented
STU0014,Buddhism,94.7,Buddhism_General,111.0,16.0,70.98,science_oriented
STU0014,Geography,96.32,Geography_General,111.0,16.0,70.98,science_oriented
STU0014,ICT,94.99,ICT_General,111.0,16.0,70.98,science_oriented
STU0015,Sinhala,96.64,Sinhala_General,123.0,22.1,89.5,language_oriented
STU0015,Mathematics,82.1,Mathematics_General,123.0,22.1,89.5,language_oriented
STU0015,Science,81.31,Science_General,123.0,22.1,89.5,language_oriented
STU0015,English,85.3,English_General,123.0,22.1,89.5,language_oriented
STU0015,History,97.59,History_General,123.0,22.1,89.5,language_oriented
STU0015,Buddhism,97.81,Buddhism_General,123.0,22.1,89.5,language_oriented
STU0015,Geography,88.54,Geography_General,123.0,22.1,89.5,language_oriented
STU0015,ICT,87.87,ICT_General,123.0,22.1,89.5,language_oriented
STU0015,Sinhala,96.36,Sinhala_General,123.0,22.1,84.85,language_oriented
STU0015,Mathematics,81.28,Mathematics_General,123.0,22.1,84.85,language_oriented
STU0015,Science,80.95,Science_General,123.0,22.1,84.85,language_oriented
STU0015,English,86.42,English_General,123.0,22.1,84.85,language_oriented
STU0015,History,97.39,History_General,123.0,22.1,84.85,language_oriented
STU0015,Buddhism,97.82,Buddhism_General,123.0,22.1,84.85,language_oriented
STU0015,Geography,88.16,Geography_General,123.0,22.1,84.85,language_oriented
STU0015,ICT,88.65,ICT_General,123.0,22.1,84.85,language_oriented
STU0015,Sinhala,97.02,Sinhala_General,123.0,22.1,93.26,language_oriented
STU0015,Mathematics,84.88,Mathematics_General,123.0,22.1,93.26,language_oriented
STU0015,Science,84.93,Science_General,123.0,22.1,93.26,language_oriented
STU0015,English,88.83,English_General,123.0,22.1,93.26,language_oriented
STU0015,History,97.31,History_General,123.0,22.1,93.26,language_oriented
STU0015,Buddhism,97.91,Buddhism_General,123.0,22.1,93.26,language_oriented
STU0015,Geography,90.08,Geography_General,123.0,22.1,93.26,language_oriented
STU0015,ICT,90.15,ICT_General,123.0,22.1,93.26,language_oriented
STU0016,Sinhala,96.83,Sinhala_General,128.0,19.1,67.5,practical
STU0016,Mathematics,84.1,Mathematics_General,128.0,19.1,67.5,practical
STU0016,Science,94.83,Science_General,128.0,19.1,67.5,practical
STU0016,English,97.55,English_General,128.0,19.1,67.5,practical
STU0016,History,97.18,History_General,128.0,19.1,67.5,practical
STU0016,Buddhism,95.61,Buddhism_General,128.0,19.1,67.5,practical
STU0016,Geography,97.97,Geography_General,128.0,19.1,67.5,practical
STU0016,ICT,89.21,ICT_General,128.0,19.1,67.5,practical
STU0016,Sinhala,97.12,Sinhala_General,128.0,19.1,75.76,practical
STU0016,Mathematics,84.03,Mathematics_General,128.0,19.1,75.76,practical
STU0016,Science,95.73,Science_General,128.0,19.1,75.76,practical
STU0016,English,97.3,English_General,128.0,19.1,75.76,practical
STU0016,History,97.5,History_General,128.0,19.1,75.76,practical
STU0016,Buddhism,96.51,Buddhism_General,128.0,19.1,75.76,practical
STU0016,Geography,98.1,Geography_General,128.0,19.1,75.76,practical
STU0016,ICT,92.14,ICT_General,128.0,19.1,75.76,practical
STU0016,Sinhala,96.88,Sinhala_General,128.0,19.1,74.61,practical
STU0016,Mathematics,83.86,Mathematics_General,128.0,19.1,74.61,practical
STU0016,Science,96.02,Science_General,128.0,19.1,74.61,practical
STU0016,English,97.71,English_General,128.0,19.1,74.61,practical
